recipe_id,name,meal_type,servings,prep_time_min,ingredients,kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,fiber_g_per_serving,instructions
R0194,Guiso de legumbres con zanahoria,cena,1,20,"[{""ingredient"": ""almendras"", ""grams"": 22}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 106}, {""ingredient"": ""quinoa cocida"", ""grams"": 98}, {""ingredient"": ""salsa de soja"", ""grams"": 7}, {""ingredient"": ""zanahoria"", ""grams"": 147}]",482.8,20.4,68.8,16.0,17.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0195,Guiso de legumbres con brocoli,cena,1,31,"[{""ingredient"": ""almendras"", ""grams"": 33}, {""ingredient"": ""brocoli"", ""grams"": 164}, {""ingredient"": ""pan integral"", ""grams"": 128}, {""ingredient"": ""whey protein"", ""grams"": 132}]",1091.0,133.8,81.1,30.5,17.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0196,Pollo con avena y morrón,almuerzo,2,16,"[{""ingredient"": ""avena"", ""grams"": 102}, {""ingredient"": ""carne magra cocida"", ""grams"": 189}, {""ingredient"": ""morrón"", ""grams"": 135}]",389.4,35.8,37.9,10.3,6.8,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0197,Pollo con pasta integral cocida y espinaca,almuerzo,1,15,"[{""ingredient"": ""almendras"", ""grams"": 21}, {""ingredient"": ""espinaca"", ""grams"": 199}, {""ingredient"": ""pasta integral cocida"", ""grams"": 244}, {""ingredient"": ""pavo cocido"", ""grams"": 103}]",634.7,52.3,72.8,18.1,14.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0198,Tazón de quinoa con tofu firme y pepino,cena,2,40,"[{""ingredient"": ""palta"", ""grams"": 22}, {""ingredient"": ""pan integral"", ""grams"": 185}, {""ingredient"": ""pepino"", ""grams"": 118}, {""ingredient"": ""tofu firme"", ""grams"": 218}]",412.5,31.2,44.3,15.4,7.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0199,Batido de proteína con banana,snack,1,11,"[{""ingredient"": ""banana"", ""grams"": 102}, {""ingredient"": ""leche descremada"", ""grams"": 264}, {""ingredient"": ""whey protein"", ""grams"": 30}]",303.2,34.1,38.9,2.4,2.7,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0200,Pollo con avena y morrón,almuerzo,2,39,"[{""ingredient"": ""aceite de oliva"", ""grams"": 22}, {""ingredient"": ""avena"", ""grams"": 97}, {""ingredient"": ""limon"", ""grams"": 13}, {""ingredient"": ""morrón"", ""grams"": 82}, {""ingredient"": ""pavo cocido"", ""grams"": 161}]",429.3,32.0,35.2,17.7,6.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0201,Tostadas integrales con lentejas cocidas y lechuga,desayuno,1,14,"[{""ingredient"": ""lechuga"", ""grams"": 85}, {""ingredient"": ""lentejas cocidas"", ""grams"": 134}, {""ingredient"": ""pan integral"", ""grams"": 100}]",415.2,26.3,70.3,4.9,18.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0202,Salmon con papa cocida y ensalada,cena,1,22,"[{""ingredient"": ""mantequilla de mani"", ""grams"": 31}, {""ingredient"": ""morrón"", ""grams"": 96}, {""ingredient"": ""papa cocida"", ""grams"": 183}, {""ingredient"": ""whey protein"", ""grams"": 150}]",971.2,132.2,60.7,25.0,7.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0203,Omelette de brocoli con semillas de chia,desayuno,1,9,"[{""ingredient"": ""brocoli"", ""grams"": 85}, {""ingredient"": ""claras de huevo"", ""grams"": 150}, {""ingredient"": ""huevo entero"", ""grams"": 120}]",278.5,34.5,8.0,12.0,2.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0204,Tazón de quinoa con porotos negros cocidos y cebolla,cena,1,19,"[{""ingredient"": ""cebolla"", ""grams"": 155}, {""ingredient"": ""mostaza"", ""grams"": 10}, {""ingredient"": ""pan integral"", ""grams"": 212}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 204}]",861.5,48.0,150.9,10.5,35.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0205,Yogur griego con manzana y semillas de chia,snack,1,16,"[{""ingredient"": ""manzana"", ""grams"": 197}, {""ingredient"": ""semillas de chia"", ""grams"": 13}, {""ingredient"": ""yogur griego descremado"", ""grams"": 162}]",261.2,19.0,38.5,5.1,9.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0206,Batido de proteína con banana,snack,1,14,"[{""ingredient"": ""banana"", ""grams"": 150}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 300}, {""ingredient"": ""semillas de chia"", ""grams"": 12}, {""ingredient"": ""whey protein"", ""grams"": 30}]",371.8,30.7,47.6,9.6,8.6,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0207,Bowl de yogur griego descremado con semillas de lino y cacao amargo,desayuno,1,20,"[{""ingredient"": ""naranja"", ""grams"": 163}, {""ingredient"": ""semillas de chia"", ""grams"": 14}, {""ingredient"": ""yogur griego descremado"", ""grams"": 218}]",273.3,25.6,33.0,5.4,8.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0208,Ensalada proteica de garbanzos cocidos con brocoli y palta,almuerzo,2,28,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 197}, {""ingredient"": ""brocoli"", ""grams"": 124}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 169}, {""ingredient"": ""palta"", ""grams"": 19}]",296.0,12.2,52.9,4.8,10.4,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0209,Salmon con papa cocida y ensalada,cena,1,16,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 166}, {""ingredient"": ""lechuga"", ""grams"": 143}, {""ingredient"": ""papa cocida"", ""grams"": 150}, {""ingredient"": ""salsa de soja"", ""grams"": 27}]",438.5,22.0,80.4,4.9,17.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0210,Pollo con avena y morrón,almuerzo,1,20,"[{""ingredient"": ""avena"", ""grams"": 146}, {""ingredient"": ""limon"", ""grams"": 27}, {""ingredient"": ""morrón"", ""grams"": 167}, {""ingredient"": ""semillas de chia"", ""grams"": 33}, {""ingredient"": ""whey protein"", ""grams"": 155}]",1407.9,156.3,135.6,30.2,31.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0211,Pollo con tortilla de trigo y zapallito,almuerzo,1,30,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 200}, {""ingredient"": ""mostaza"", ""grams"": 10}, {""ingredient"": ""tortilla de trigo"", ""grams"": 112}, {""ingredient"": ""zapallito"", ""grams"": 126}]",692.0,28.9,114.5,13.8,21.2,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0212,Omelette de morrón con semillas de lino,desayuno,1,17,"[{""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 120}, {""ingredient"": ""morrón"", ""grams"": 180}]",279.4,28.4,12.8,12.1,3.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0213,Salmon con batata cocida y ensalada,cena,2,20,"[{""ingredient"": ""batata cocida"", ""grams"": 116}, {""ingredient"": ""brocoli"", ""grams"": 140}, {""ingredient"": ""mostaza"", ""grams"": 7}, {""ingredient"": ""salmon"", ""grams"": 197}]",283.2,23.0,17.0,13.3,3.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0214,Ensalada proteica de huevo entero con brocoli y almendras,almuerzo,2,10,"[{""ingredient"": ""almendras"", ""grams"": 22}, {""ingredient"": ""avena"", ""grams"": 237}, {""ingredient"": ""brocoli"", ""grams"": 171}, {""ingredient"": ""huevo entero"", ""grams"": 113}, {""ingredient"": ""mostaza"", ""grams"": 20}]",641.1,32.5,87.8,19.8,16.4,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0215,Pollo con papa cocida y brocoli,almuerzo,1,12,"[{""ingredient"": ""brocoli"", ""grams"": 139}, {""ingredient"": ""mantequilla de mani"", ""grams"": 22}, {""ingredient"": ""mostaza"", ""grams"": 14}, {""ingredient"": ""papa cocida"", ""grams"": 168}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 137}]",512.9,25.5,81.1,13.0,20.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0216,Tazón de quinoa con salmon y lechuga,cena,2,10,"[{""ingredient"": ""lechuga"", ""grams"": 102}, {""ingredient"": ""pan integral"", ""grams"": 128}, {""ingredient"": ""salmon"", ""grams"": 171}]",343.6,26.1,27.7,13.9,5.1,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0217,Tostadas integrales con pavo cocido y brocoli,desayuno,1,24,"[{""ingredient"": ""brocoli"", ""grams"": 125}, {""ingredient"": ""pan integral"", ""grams"": 80}, {""ingredient"": ""pavo cocido"", ""grams"": 141}]",465.7,54.8,41.1,9.5,8.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0218,Bowl de arroz integral cocido con banana y banana,desayuno,2,8,"[{""ingredient"": ""almendras"", ""grams"": 19}, {""ingredient"": ""banana"", ""grams"": 140}, {""ingredient"": ""semillas de lino"", ""grams"": 19}, {""ingredient"": ""yogur griego descremado"", ""grams"": 214}]",231.2,15.2,24.7,9.4,5.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0219,Pudding de chia con banana,postre,2,11,"[{""ingredient"": ""banana"", ""grams"": 105}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 283}, {""ingredient"": ""cacao amargo"", ""grams"": 18}, {""ingredient"": ""miel"", ""grams"": 6}, {""ingredient"": ""semillas de chia"", ""grams"": 23}]",160.6,5.7,27.3,6.7,8.9,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0220,Tostadas integrales con whey protein y cebolla,desayuno,1,8,"[{""ingredient"": ""cebolla"", ""grams"": 98}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""whey protein"", ""grams"": 123}]",778.2,112.5,60.0,11.7,8.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0221,Tazón de quinoa con garbanzos cocidos y zapallito,cena,1,10,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 154}, {""ingredient"": ""mantequilla de mani"", ""grams"": 13}, {""ingredient"": ""mostaza"", ""grams"": 29}, {""ingredient"": ""quinoa cocida"", ""grams"": 172}, {""ingredient"": ""zapallito"", ""grams"": 140}]",578.3,27.5,86.9,15.4,19.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0222,Pudding de chia con arandanos,postre,2,18,"[{""ingredient"": ""arandanos"", ""grams"": 114}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 266}, {""ingredient"": ""semillas de chia"", ""grams"": 17}]",100.4,3.2,14.5,4.4,4.5,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0223,Pudding de chia con banana,postre,1,20,"[{""ingredient"": ""banana"", ""grams"": 158}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 241}, {""ingredient"": ""cacao amargo"", ""grams"": 26}, {""ingredient"": ""semillas de lino"", ""grams"": 19}]",349.6,12.7,61.4,14.9,19.3,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0224,Batido de proteína con banana,snack,1,18,"[{""ingredient"": ""banana"", ""grams"": 146}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 282}, {""ingredient"": ""whey protein"", ""grams"": 30}]",306.3,28.4,41.3,5.6,4.4,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0225,Pudding de chia con arandanos,postre,2,17,"[{""ingredient"": ""arandanos"", ""grams"": 121}, {""ingredient"": ""cacao amargo"", ""grams"": 13}, {""ingredient"": ""leche descremada"", ""grams"": 275}, {""ingredient"": ""miel"", ""grams"": 12}, {""ingredient"": ""semillas de lino"", ""grams"": 21}]",171.7,8.3,27.4,5.6,6.7,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0226,Pollo con pan integral y zapallito,almuerzo,1,36,"[{""ingredient"": ""carne magra cocida"", ""grams"": 110}, {""ingredient"": ""mostaza"", ""grams"": 22}, {""ingredient"": ""pan integral"", ""grams"": 207}, {""ingredient"": ""semillas de lino"", ""grams"": 23}, {""ingredient"": ""zapallito"", ""grams"": 64}]",857.5,63.5,94.8,27.1,22.0,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0227,Guiso de legumbres con lechuga,cena,1,13,"[{""ingredient"": ""lechuga"", ""grams"": 181}, {""ingredient"": ""lentejas cocidas"", ""grams"": 196}, {""ingredient"": ""pasta integral cocida"", ""grams"": 164}, {""ingredient"": ""salsa de soja"", ""grams"": 19}]",467.9,29.9,86.4,3.1,23.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0228,Pollo con papa cocida y cebolla,almuerzo,2,16,"[{""ingredient"": ""cebolla"", ""grams"": 164}, {""ingredient"": ""limon"", ""grams"": 8}, {""ingredient"": ""papa cocida"", ""grams"": 115}, {""ingredient"": ""pechuga de pollo cocida"", ""grams"": 206}, {""ingredient"": ""semillas de lino"", ""grams"": 29}]",331.4,36.6,23.8,9.9,6.5,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0229,Pollo con papa cocida y espinaca,almuerzo,2,39,"[{""ingredient"": ""espinaca"", ""grams"": 187}, {""ingredient"": ""limon"", ""grams"": 18}, {""ingredient"": ""papa cocida"", ""grams"": 114}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 209}, {""ingredient"": ""semillas de lino"", ""grams"": 33}]",299.8,16.3,45.5,7.9,16.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0230,Ensalada proteica de porotos negros cocidos con zanahoria y semillas de chia,almuerzo,2,35,"[{""ingredient"": ""porotos negros cocidos"", ""grams"": 187}, {""ingredient"": ""semillas de chia"", ""grams"": 20}, {""ingredient"": ""tortitas de arroz"", ""grams"": 235}, {""ingredient"": ""zanahoria"", ""grams"": 123}]",643.7,20.1,128.9,7.0,15.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0231,Yogur griego con naranja y semillas de lino,snack,1,25,"[{""ingredient"": ""naranja"", ""grams"": 167}, {""ingredient"": ""semillas de lino"", ""grams"": 13}, {""ingredient"": ""yogur griego descremado"", ""grams"": 224}]",280.1,26.2,31.5,6.5,7.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0232,Ensalada proteica de tempeh con cebolla y semillas de chia,almuerzo,1,10,"[{""ingredient"": ""cebolla"", ""grams"": 133}, {""ingredient"": ""limon"", ""grams"": 5}, {""ingredient"": ""tempeh"", ""grams"": 186}, {""ingredient"": ""tortilla de trigo"", ""grams"": 216}]",1061.6,56.0,137.6,35.7,11.0,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0233,Bowl de quinoa cocida con manzana y semillas de lino,desayuno,1,19,"[{""ingredient"": ""manzana"", ""grams"": 106}, {""ingredient"": ""semillas de lino"", ""grams"": 20}, {""ingredient"": ""yogur griego descremado"", ""grams"": 225}]",294.7,26.4,28.5,9.5,7.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0234,Wrap fitness de lentejas cocidas con tomate y mostaza,almuerzo,1,40,"[{""ingredient"": ""lentejas cocidas"", ""grams"": 177}, {""ingredient"": ""tomate"", ""grams"": 166}, {""ingredient"": ""tortilla de trigo"", ""grams"": 179}]",772.2,31.7,131.4,13.6,23.3,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0235,Bowl de quinoa cocida con nueces y arandanos,desayuno,1,19,"[{""ingredient"": ""arandanos"", ""grams"": 179}, {""ingredient"": ""semillas de chia"", ""grams"": 19}, {""ingredient"": ""yogur griego descremado"", ""grams"": 200}]",312.4,24.5,41.1,7.2,10.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0236,Ensalada proteica de garbanzos cocidos con zanahoria y palta,almuerzo,1,11,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 113}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 147}, {""ingredient"": ""palta"", ""grams"": 18}, {""ingredient"": ""salsa de soja"", ""grams"": 19}, {""ingredient"": ""zanahoria"", ""grams"": 101}]",468.3,18.7,83.5,7.1,15.7,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0237,Omelette de pepino con almendras,desayuno,1,16,"[{""ingredient"": ""almendras"", ""grams"": 22}, {""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""pepino"", ""grams"": 166}]",348.9,29.8,12.6,20.9,3.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
